Age,Gender,Region / State,Purchase Count,Total Spend,Average Order Value,Average Items Per Order,Last Purchase Days,Tenure Days,Preferred Category,Category Diversity,Preferred Channel,Session Count,Engagement Score,Campaign Engagement Score,Email Click Rate,Campaign Conversion Rate,Loyalty Score,Value Score,Purchase Frequency,Target
,Male,West,0,0.0,0.0,0.0,472,472,,0,Push,11,59.17,49.95,0.222,0.032,36.01,5.83,0.0,0
55.0,Female,South,4,6824.64,1771.83,1.8,6,73,Electronics,3,WhatsApp,21,89.09,87.83,0.253,0.066,57.77,25.33,1.6438,0
41.0,Male,South,6,7414.92,1180.74,6.71,34,348,Grocery,2,Email,3,34.7,38.26,0.094,0.029,45.87,22.83,0.5172,0
33.0,Female,South,0,0.0,0.0,0.0,494,494,,0,Push,2,29.09,24.33,0.055,0.013,25.9,17.7,0.0,0
22.0,Male,South,3,4541.71,1488.24,2.15,5,184,Grocery,2,Email,22,89.98,97.17,0.365,0.067,58.12,21.88,0.4891,0
46.0,Male,South,6,11109.9,2062.63,3.88,12,1072,Books,3,Email,10,70.46,77.24,0.358,0.15,57.06,29.37,0.1679,0
18.0,Female,North,1,1112.29,1157.27,3.8,120,413,Fashion,1,SMS,2,13.64,14.96,0.0,0.0,31.81,7.67,0.0726,0
27.0,Male,South,2,2525.99,1271.18,6.14,11,378,Beauty,2,Call,11,64.59,61.35,0.286,0.087,49.64,20.82,0.1587,0
43.0,Female,South,5,7822.29,1444.3,1.78,11,255,Fashion,2,Email,6,67.18,55.15,0.316,0.055,53.61,8.99,0.5882,0
18.0,Female,South,0,0.0,0.0,0.0,399,399,,0,WhatsApp,3,53.02,48.26,0.091,0.018,33.37,20.88,0.0,0
28.0,Male,Central,5,7599.94,1510.72,4.54,54,411,Sports,2,Email,1,21.14,24.27,0.023,0.005,38.95,17.88,0.365,0
61.0,Female,East,4,6706.49,1745.25,2.35,45,649,Electronics,2,Push,2,52.93,43.86,0.132,0.037,45.53,20.15,0.1849,0
18.0,Female,Central,9,19895.93,2311.63,1.11,6,750,Fashion,3,Push,5,52.51,53.93,0.234,0.079,53.11,29.19,0.36,0
39.0,Female,Central,2,3647.33,1892.84,4.4,21,1157,Toys,1,WhatsApp,4,30.89,44.14,0.052,0.01,40.95,27.97,0.0519,0
46.0,Female,Central,9,27292.65,2958.71,1.91,11,276,Electronics,3,Call,5,63.06,78.58,0.31,0.118,56.72,31.52,0.9783,0
43.0,Female,Central,0,0.0,0.0,0.0,123,123,,0,Email,0,16.14,23.27,0.034,0.002,31.96,16.09,0.0,0
38.0,Female,South,5,7761.02,1544.78,2.17,47,1752,Home,3,Email,5,49.82,57.9,0.199,0.026,48.94,27.21,0.0856,0
43.0,Male,Central,3,7182.06,2399.03,2.9,8,109,Sports,2,SMS,27,93.22,92.5,0.284,0.068,58.32,25.39,0.8257,0
42.0,Female,North,2,2834.98,1519.44,2.4,14,187,Electronics,2,Email,10,59.23,66.77,0.288,0.081,50.54,16.5,0.3209,0
60.0,Female,West,1,1227.28,1243.97,1.63,5,153,Fashion,1,Email,17,94.55,73.26,0.382,0.175,54.94,21.24,0.1961,0
38.0,Female,East,1,1875.34,1820.96,3.32,18,859,Fashion,1,Push,10,44.76,55.56,0.098,0.032,44.31,18.79,0.0349,0
18.0,Male,North,7,15919.93,2373.64,3.31,39,157,Fashion,3,WhatsApp,8,59.73,55.22,0.113,0.048,50.89,33.0,1.3376,0
57.0,,North,5,14159.22,2814.77,3.89,64,350,Books,2,Push,3,33.94,41.54,0.069,0.021,44.0,28.52,0.4286,0
41.0,Female,North,1,1419.5,1548.55,4.27,42,341,Fashion,1,WhatsApp,6,40.9,34.36,0.071,0.011,41.77,16.76,0.088,0
49.0,Other,East,4,4155.3,1032.9,1.56,53,623,Grocery,2,SMS,7,57.14,63.58,0.248,0.049,50.45,16.25,0.1926,0
30.0,Male,North,4,6974.63,1846.89,4.13,32,348,Beauty,2,WhatsApp,5,26.73,39.07,0.038,0.005,40.68,29.32,0.3448,0
36.0,Female,South,7,30250.44,4111.6,2.43,27,432,Fashion,3,Email,7,64.64,68.78,0.302,0.051,55.54,33.49,0.4861,0
47.0,Female,West,3,4564.99,1564.95,1.26,19,1008,Fashion,2,Email,6,64.57,67.04,0.231,0.093,50.4,23.4,0.0893,0
50.0,Female,West,2,7549.34,3357.21,1.58,24,484,Grocery,1,Push,3,21.72,36.67,0.062,0.017,37.8,26.8,0.124,0
45.0,Male,South,4,9873.68,2422.26,2.9,8,413,Grocery,2,WhatsApp,13,79.65,80.36,0.375,0.072,54.59,32.04,0.2906,0
48.0,Male,West,9,9011.35,1016.52,3.16,6,978,Grocery,3,Email,24,91.43,84.72,0.509,0.13,63.41,18.79,0.2761,0
45.0,Male,West,6,8577.71,1411.31,1.38,15,372,Fashion,2,WhatsApp,11,64.98,66.55,0.168,0.039,55.44,21.34,0.4839,0
35.0,Other,East,4,10502.49,2825.27,3.28,76,320,Grocery,2,WhatsApp,0,9.72,17.39,0.013,0.003,34.92,25.39,0.375,0
43.0,Female,South,6,7417.44,1110.04,1.0,1,549,Electronics,4,Call,26,99.77,89.06,0.335,0.137,61.98,16.21,0.3279,0
46.0,Female,West,1,1908.6,2144.57,2.78,123,517,Fashion,1,SMS,1,7.25,16.05,0.019,0.007,30.66,33.93,0.058,0
39.0,Female,West,2,4016.52,2093.14,1.9,147,1054,Fashion,1,Email,0,11.21,8.77,0.001,0.0,32.42,15.93,0.0569,0
38.0,Female,South,0,0.0,0.0,0.0,519,519,,0,Email,0,24.05,16.52,0.006,0.001,21.46,20.61,0.0,0
29.0,Female,East,8,41105.47,4991.42,3.61,30,456,Grocery,2,Email,2,44.09,60.49,0.07,0.023,48.25,37.3,0.5263,0
25.0,Male,West,1,476.79,471.11,1.0,78,796,Sports,1,Push,2,14.75,13.48,0.0,0.0,32.58,5.41,0.0377,0
18.0,Female,South,0,0.0,0.0,0.0,1200,1273,,0,Push,0,0.0,16.15,0.0,0.0,2.87,22.15,0.0,0
31.0,Male,East,1,840.68,841.01,1.0,32,147,Electronics,1,Push,3,31.7,37.3,0.039,0.003,39.94,13.67,0.2041,0
36.0,Female,West,0,0.0,0.0,0.0,462,462,,0,WhatsApp,2,30.12,43.33,0.043,0.013,28.19,20.0,0.0,0
55.0,Male,South,0,0.0,0.0,0.0,210,210,,0,SMS,4,53.58,41.84,0.078,0.006,37.46,9.22,0.0,0
32.0,Female,North,5,7540.53,1574.29,1.8,9,601,Sports,2,Push,10,47.55,50.57,0.193,0.054,51.99,16.78,0.2496,0
48.0,Female,Central,4,8760.95,2174.13,2.8,12,148,Home,2,Push,8,85.16,82.25,0.526,0.121,57.07,20.77,0.8108,0
59.0,Male,West,3,4280.76,1545.95,1.74,25,857,Electronics,2,WhatsApp,8,45.1,44.65,0.081,0.013,46.32,22.63,0.105,0
22.0,Male,West,12,88854.23,6802.82,3.08,5,931,Electronics,2,SMS,8,61.81,61.68,0.204,0.079,57.15,33.66,0.3867,0
52.0,Female,North,1,896.56,913.0,3.37,13,114,Fashion,1,Email,2,41.76,46.07,0.097,0.004,43.16,3.62,0.2632,0
24.0,Other,North,5,7598.53,1490.78,5.67,8,349,Fashion,3,Push,14,65.04,74.14,0.433,0.133,56.38,19.19,0.4298,0
26.0,Male,South,5,6224.91,1281.11,1.0,10,42,Grocery,2,SMS,14,81.21,80.52,0.368,0.137,58.09,18.63,3.5714,0
44.0,Female,Central,2,3125.12,1637.0,1.99,98,231,Fashion,2,SMS,3,35.44,45.73,0.03,0.007,39.67,19.54,0.2597,0
35.0,Male,North,1,1593.87,1566.99,4.3,68,428,Electronics,1,SMS,1,25.75,20.07,0.025,0.005,35.21,20.42,0.0701,0
35.0,Male,West,1,1587.99,1607.53,2.78,34,540,Electronics,1,WhatsApp,2,38.03,28.26,0.067,0.005,40.52,12.24,0.0556,0
29.0,Female,North,2,1615.46,895.51,3.89,15,650,Beauty,2,Email,2,33.91,31.43,0.06,0.004,42.6,7.12,0.0923,0
37.0,Male,South,4,7576.11,1854.89,3.16,55,668,Home,2,Email,4,48.43,45.83,0.103,0.022,44.89,22.61,0.1796,0
34.0,Female,East,3,1790.11,551.97,3.66,20,651,Electronics,2,Push,5,50.17,37.71,0.117,0.011,46.71,10.91,0.1382,0
36.0,Male,West,1,2463.64,2565.04,2.89,26,384,Sports,1,Call,3,48.45,54.15,0.169,0.06,43.37,24.12,0.0781,0
49.0,Male,East,0,0.0,0.0,0.0,599,599,,0,SMS,0,33.1,19.18,0.013,0.002,21.56,11.26,0.0,0
65.0,Male,Central,8,16950.4,2026.44,4.8,30,1125,Toys,3,Email,3,39.78,59.72,0.067,0.013,48.33,27.67,0.2133,0
33.0,Female,North,0,0.0,0.0,0.0,399,399,,0,Email,4,59.56,44.44,0.211,0.066,37.01,19.46,0.0,0
37.0,Female,West,6,9284.83,1506.35,3.32,5,594,Electronics,3,WhatsApp,15,90.68,71.43,0.329,0.112,58.93,20.7,0.303,0
64.0,Female,South,2,2882.48,1331.54,2.4,23,127,Fashion,2,Call,1,33.26,33.17,0.065,0.006,41.63,17.72,0.4724,0
48.0,Female,North,0,0.0,0.0,0.0,97,97,,0,Email,8,47.26,40.78,0.202,0.02,42.26,15.99,0.0,0
46.0,Male,East,0,0.0,0.0,0.0,103,103,,0,SMS,4,54.19,42.85,0.082,0.023,41.32,17.68,0.0,0
68.0,Male,Central,5,10389.21,2014.9,2.51,39,1058,Home,2,WhatsApp,4,26.52,41.43,0.081,0.029,43.85,31.22,0.1418,0
32.0,Female,West,2,1913.42,941.32,4.01,30,977,Electronics,2,SMS,2,33.09,25.22,0.063,0.006,42.0,7.21,0.0614,0
43.0,Female,West,1,1734.32,1751.5,3.22,43,1658,Home,1,WhatsApp,1,17.67,29.0,0.006,0.0,33.65,13.84,0.0181,0
40.0,Female,North,12,53868.81,4572.74,3.42,6,265,Beauty,3,Email,7,72.31,53.34,0.22,0.105,57.05,32.87,1.3585,0
44.0,Female,West,2,4242.78,2072.7,2.16,19,205,Grocery,2,Call,7,66.89,67.93,0.34,0.074,50.72,28.02,0.2927,0
39.0,Female,North,2,7295.51,3555.63,1.32,39,480,Home,2,WhatsApp,6,39.86,48.57,0.066,0.021,42.31,32.15,0.125,0
,Female,South,4,5096.01,1284.35,3.54,7,972,Grocery,3,SMS,4,59.22,62.16,0.327,0.095,51.35,19.71,0.1235,0
43.0,,West,0,0.0,0.0,0.0,473,473,,0,Email,2,15.6,19.59,0.022,0.002,22.57,8.44,0.0,0
27.0,Male,North,1,1298.59,1318.81,1.77,3,621,Grocery,1,WhatsApp,19,76.96,79.36,0.417,0.117,55.01,10.01,0.0483,0
30.0,Male,East,4,5465.06,1469.67,3.43,10,592,Fashion,2,Push,2,38.28,34.06,0.082,0.011,42.11,17.36,0.2027,0
51.0,Female,West,2,2784.45,1600.53,4.1,60,380,Electronics,2,WhatsApp,3,54.77,43.12,0.068,0.019,42.87,27.42,0.1579,0
52.0,Male,South,2,2005.38,1045.96,3.47,14,333,Home,2,Call,12,70.46,61.2,0.369,0.122,52.5,17.59,0.1802,0
27.0,Male,East,1,1240.27,1295.46,6.24,39,180,Home,1,Email,3,21.83,23.1,0.031,0.005,35.38,16.79,0.1667,0
37.0,Female,East,4,6116.37,1548.87,3.33,48,615,Sports,2,Push,1,41.05,45.0,0.04,0.012,43.12,24.28,0.1951,0
26.0,Male,North,7,8461.12,1255.31,1.39,44,610,Electronics,2,SMS,3,28.55,27.36,0.064,0.019,43.82,20.78,0.3443,0
30.0,Male,South,3,5757.31,1847.71,1.64,9,163,Home,2,Push,7,57.15,58.93,0.174,0.041,50.86,16.0,0.5521,0
35.0,Male,Central,1,2076.48,1991.79,1.94,242,222,Books,1,Email,4,32.17,21.31,0.015,0.001,32.97,10.87,0.1351,0
48.0,Female,North,7,12454.72,1807.3,4.88,29,1579,Grocery,2,Email,5,67.61,57.05,0.292,0.104,54.84,29.56,0.133,0
42.0,Female,East,2,3913.55,1981.1,3.5,9,395,Beauty,2,WhatsApp,4,54.37,58.0,0.246,0.067,48.02,29.85,0.1519,0
39.0,Male,West,0,0.0,0.0,0.0,194,194,,0,Email,1,17.08,7.74,0.009,0.001,30.27,10.31,0.0,0
38.0,Female,South,8,16456.38,2184.03,6.59,8,379,Electronics,3,Email,8,65.64,65.53,0.147,0.045,56.67,17.0,0.6332,0
29.0,Male,East,11,16269.51,1395.14,5.8,2,127,Electronics,5,Push,22,92.07,86.42,0.293,0.148,64.17,27.39,2.5984,0
33.0,Female,North,0,0.0,0.0,0.0,1069,1069,,0,Push,3,27.06,15.92,0.033,0.003,11.75,9.71,0.0,0
30.0,Male,East,1,3403.63,3253.26,1.87,36,179,Sports,1,SMS,4,41.21,39.21,0.066,0.022,40.95,23.81,0.1676,0
56.0,Male,East,3,3233.24,1122.65,3.02,37,795,Electronics,2,WhatsApp,3,13.16,13.71,0.03,0.006,37.69,16.95,0.1132,0
30.0,Male,North,2,2191.56,1080.06,3.67,26,918,Fashion,2,Push,5,51.48,57.42,0.102,0.013,45.28,9.27,0.0654,0
,Male,North,13,24264.46,1897.69,3.74,14,693,Electronics,3,WhatsApp,14,75.7,78.87,0.257,0.064,61.82,35.65,0.5628,0
55.0,Female,East,1,1333.01,1342.72,1.03,25,970,Fashion,1,WhatsApp,6,37.11,40.45,0.073,0.018,40.1,16.7,0.0309,0
48.0,Male,South,1,1487.53,1641.06,1.0,30,548,Toys,1,Push,2,33.69,26.53,0.066,0.02,38.43,25.21,0.0547,0
43.0,Male,North,0,0.0,0.0,0.0,328,328,,0,Email,9,71.82,69.05,0.302,0.07,45.14,9.83,0.0,0
34.0,Female,East,4,11908.78,3141.01,1.67,56,441,Toys,2,Call,3,24.65,38.25,0.062,0.01,41.04,33.71,0.2721,0
45.0,,West,8,28696.42,3569.4,2.26,54,574,Grocery,3,Email,3,33.81,42.57,0.096,0.021,44.44,36.7,0.4181,0
18.0,Male,South,4,1755.34,462.58,2.41,25,1298,Beauty,2,SMS,4,47.48,31.13,0.108,0.018,45.49,7.39,0.0924,0
48.0,Male,North,1,1800.0,1910.35,2.42,92,687,Electronics,1,SMS,1,10.36,12.81,0.014,0.001,32.88,18.46,0.0437,0
55.0,Other,West,4,3720.83,967.2,2.94,33,649,Electronics,2,Email,2,30.99,43.66,0.054,0.01,41.12,31.84,0.1849,0
52.0,,East,3,2352.42,784.17,1.55,10,344,Grocery,3,WhatsApp,22,77.94,78.56,0.34,0.069,57.94,15.54,0.2616,0
40.0,Female,South,6,8136.92,1429.97,3.5,18,258,Grocery,3,WhatsApp,9,66.7,68.95,0.334,0.081,54.13,24.52,0.6977,0
47.0,Male,East,2,1701.48,890.38,3.91,8,141,Grocery,2,Email,10,74.36,53.78,0.255,0.022,50.67,6.38,0.4255,0
25.0,Female,North,4,4314.88,1079.94,1.32,10,496,Fashion,2,WhatsApp,7,64.75,61.45,0.316,0.096,52.22,12.76,0.2419,0
43.0,Female,West,6,7771.96,1305.98,2.65,4,416,Fashion,2,Push,12,65.22,65.44,0.269,0.101,53.9,23.49,0.4327,0
62.0,Female,North,2,1986.25,1028.71,2.02,14,748,Home,2,WhatsApp,5,41.87,37.31,0.039,0.004,43.05,14.39,0.0802,0
47.0,Female,North,1,1043.85,1024.51,1.96,26,103,Fashion,1,Call,1,45.02,38.17,0.179,0.035,44.5,16.49,0.2913,0
39.0,Female,North,3,2467.02,767.2,1.36,30,1082,Grocery,2,SMS,9,51.81,49.8,0.155,0.02,49.16,7.35,0.0832,0
49.0,Male,West,2,4158.6,1940.58,2.42,30,315,Fashion,2,SMS,2,37.04,43.66,0.052,0.012,42.21,26.56,0.1905,0
39.0,Male,North,3,2975.23,1033.99,1.87,12,1461,Grocery,3,Email,13,81.7,73.47,0.224,0.041,55.61,8.48,0.0616,0
18.0,Male,North,1,4193.96,4253.16,3.46,116,574,Beauty,1,Email,5,5.41,36.82,0.028,0.006,32.52,33.19,0.0523,0
36.0,Male,East,0,0.0,0.0,0.0,410,410,,0,Push,2,36.77,31.78,0.102,0.013,32.38,13.43,0.0,0
18.0,Female,East,10,27128.97,2872.88,3.93,12,220,Beauty,4,SMS,15,78.51,79.39,0.211,0.059,59.81,29.21,1.3636,0
34.0,Female,West,4,13108.29,3398.44,1.19,16,164,Grocery,3,SMS,12,66.34,73.22,0.216,0.054,54.54,27.52,0.7317,0
48.0,Female,North,1,1245.28,1221.48,5.38,37,546,Fashion,1,SMS,3,42.53,31.57,0.07,0.012,41.16,10.95,0.0549,0
47.0,Female,North,4,4491.65,1124.95,1.58,6,1862,Grocery,2,Email,5,55.82,51.94,0.27,0.077,50.21,14.66,0.0644,0
53.0,Female,West,3,5176.08,1671.13,1.49,9,349,Beauty,2,WhatsApp,12,60.12,52.35,0.251,0.079,49.32,15.81,0.2579,0
52.0,Female,North,2,2186.4,1122.11,3.4,3,35,Sports,2,SMS,30,91.62,86.28,0.439,0.071,58.4,16.28,1.7143,0
53.0,Female,North,2,1954.92,1024.77,4.04,87,1099,Electronics,2,Email,1,24.52,22.99,0.056,0.008,38.66,8.7,0.0546,0
18.0,Female,Central,1,1988.75,1922.63,4.96,6,450,Electronics,1,WhatsApp,5,55.86,58.78,0.129,0.032,47.19,25.33,0.0667,0
54.0,Female,South,1,2184.26,2126.45,2.37,15,200,Fashion,1,Email,7,29.53,43.1,0.043,0.006,42.33,13.5,0.15,0
43.0,Male,East,5,8533.82,1652.95,3.38,6,355,Fashion,3,Push,16,94.36,77.9,0.348,0.118,58.28,19.36,0.4225,0
51.0,Male,West,8,29344.98,3455.5,1.01,26,785,Electronics,2,SMS,3,42.8,40.66,0.111,0.017,49.37,31.03,0.3057,0
30.0,Female,West,0,0.0,0.0,0.0,915,915,,0,Email,4,22.34,33.65,0.064,0.014,17.62,25.57,0.0,0
38.0,Female,Central,3,2305.82,727.5,1.65,17,735,Fashion,3,SMS,6,59.99,58.8,0.268,0.081,52.16,14.12,0.1224,0
19.0,Male,Central,9,17122.25,1937.81,1.83,32,363,Electronics,2,Email,4,26.95,46.07,0.066,0.015,45.33,30.57,0.7438,0
50.0,Male,West,3,3184.15,1077.16,3.01,19,379,Fashion,2,Email,7,59.16,51.71,0.123,0.042,48.21,26.61,0.2375,0
48.0,Female,West,1,1043.95,1119.22,2.81,6,795,Fashion,1,Email,8,66.05,65.25,0.301,0.083,50.48,13.28,0.0377,0
49.0,Male,North,0,0.0,0.0,0.0,285,285,,0,SMS,0,21.3,24.92,0.015,0.002,27.4,14.97,0.0,0
38.0,Female,Central,2,3846.95,1746.53,1.42,22,418,Home,2,Push,2,25.57,37.42,0.022,0.008,40.19,29.47,0.1435,0
,Male,South,11,23136.39,1970.06,4.57,4,40,Books,4,SMS,22,86.7,93.47,0.258,0.113,64.36,28.78,8.25,0
56.0,Female,East,2,3707.97,1809.96,1.94,28,237,Fashion,2,Email,10,59.48,49.29,0.224,0.041,47.48,7.5,0.2532,0
34.0,Female,North,1,945.7,995.28,1.47,50,1611,Fashion,1,SMS,2,31.03,19.09,0.032,0.003,36.81,10.77,0.0186,0
68.0,Male,West,5,11821.16,2244.15,4.45,44,410,Fashion,3,Email,6,52.27,60.18,0.175,0.033,48.77,27.39,0.3659,0
43.0,Male,East,0,0.0,0.0,0.0,823,823,,0,Email,2,15.04,2.81,0.012,0.0,13.43,9.44,0.0,0
21.0,Female,North,6,12719.24,2097.45,1.15,111,382,Sports,3,Push,8,55.32,58.14,0.107,0.031,48.02,28.39,0.4712,0
30.0,Female,North,7,21947.0,3149.76,1.92,26,350,Beauty,3,Email,3,55.02,66.2,0.217,0.109,52.58,36.25,0.6,0
35.0,Female,South,5,8977.28,1775.84,1.93,29,138,Electronics,2,Push,3,57.73,36.49,0.164,0.025,47.41,24.22,1.087,0
,Female,South,1,698.86,749.77,1.0,36,791,Fashion,1,SMS,1,21.71,35.42,0.101,0.013,39.53,11.42,0.0379,0
29.0,Male,Central,6,10831.54,1713.18,4.35,8,700,Beauty,3,Push,25,90.22,71.7,0.6,0.169,60.05,22.4,0.2571,0
30.0,Male,West,4,10512.08,2337.97,1.17,25,198,Fashion,2,Push,9,38.31,38.22,0.075,0.01,44.95,30.13,0.6061,0
54.0,Female,South,1,1577.71,1528.67,2.65,21,443,Beauty,1,Push,2,6.62,22.26,0.011,0.001,34.18,21.08,0.0677,0
32.0,Other,West,7,11072.43,1610.08,3.05,46,220,Grocery,2,Email,4,37.51,55.09,0.125,0.036,47.93,25.4,0.9545,0
33.0,Male,South,2,3886.08,1901.7,1.38,6,1033,Sports,2,WhatsApp,12,78.09,76.89,0.505,0.084,54.28,12.64,0.0581,0
53.0,Male,North,3,2024.87,698.71,1.0,7,696,Books,2,Push,18,87.78,81.1,0.281,0.062,57.15,13.18,0.1293,0
39.0,Female,North,7,23049.25,3111.22,4.17,86,273,Beauty,2,SMS,1,2.91,14.24,0.005,0.0,35.05,29.85,0.7692,0
31.0,Female,East,2,3624.95,1921.64,1.0,57,534,Electronics,2,WhatsApp,2,30.23,36.3,0.063,0.006,39.18,13.38,0.1124,0
20.0,Male,West,3,2425.13,809.67,1.64,25,781,Books,2,WhatsApp,2,38.7,34.22,0.042,0.004,43.89,2.94,0.1152,0
41.0,Female,Central,2,4285.14,2253.9,2.08,31,549,Beauty,2,WhatsApp,4,57.44,54.42,0.189,0.02,47.0,17.21,0.1093,0
43.0,Male,East,2,3665.67,1880.03,4.02,49,981,Fashion,2,Push,3,20.39,16.54,0.016,0.003,36.42,23.33,0.0612,0
46.0,Male,Central,4,13596.49,3407.35,2.82,29,353,Books,2,Push,4,57.47,73.67,0.268,0.059,51.38,30.5,0.3399,0
,Female,Central,6,21270.5,3997.53,1.91,10,811,Home,2,Push,14,70.1,74.5,0.234,0.074,55.8,34.79,0.2219,0
38.0,Male,East,1,1364.31,1388.06,4.19,40,1201,Home,1,Email,0,32.22,32.85,0.056,0.01,38.55,20.93,0.025,0
44.0,Male,South,2,4294.97,2288.99,3.2,10,153,Sports,2,SMS,5,44.31,47.76,0.089,0.033,45.93,26.61,0.3922,0
35.0,Female,South,1,1739.52,1737.06,1.72,4,756,Fashion,1,Push,20,62.18,75.0,0.149,0.041,51.47,21.31,0.0397,0
50.0,Female,South,7,8770.74,1218.55,3.12,4,848,Home,4,Call,24,74.49,79.59,0.57,0.157,60.84,24.02,0.2476,0
61.0,Female,Central,4,4323.28,1112.06,3.34,11,153,Sports,3,SMS,7,70.01,74.92,0.317,0.124,55.02,18.39,0.7843,0
26.0,Female,South,3,2726.51,899.91,1.72,25,554,Sports,2,WhatsApp,1,30.68,42.2,0.07,0.017,42.84,23.98,0.1625,0
37.0,Male,East,3,5025.14,1734.79,1.0,6,587,Grocery,2,WhatsApp,8,59.88,56.31,0.262,0.03,50.48,13.31,0.1533,0
18.0,Female,North,7,44809.68,6130.64,3.53,17,867,Fashion,3,Email,10,37.89,61.12,0.112,0.036,48.13,37.8,0.2422,0
25.0,Male,North,1,420.09,456.67,2.7,135,373,Sports,1,WhatsApp,3,39.65,26.6,0.056,0.002,37.03,3.38,0.0804,0
18.0,Male,North,7,16095.0,2067.03,1.0,31,1116,Sports,2,Push,8,70.55,61.6,0.123,0.018,53.18,26.51,0.1882,0
44.0,Female,South,3,5057.05,1659.45,5.29,13,270,Books,2,WhatsApp,5,57.24,52.92,0.149,0.025,50.54,23.47,0.3333,0
46.0,Male,West,4,8491.91,2114.08,2.47,59,94,Grocery,2,Email,6,46.68,52.74,0.133,0.04,46.51,24.17,1.2766,0
32.0,Male,South,2,1635.16,869.16,1.95,11,1000,Grocery,2,Call,10,73.14,67.8,0.315,0.056,53.2,9.48,0.06,0
48.0,Male,South,1,840.71,826.26,2.96,61,703,Beauty,1,SMS,6,45.93,35.3,0.079,0.007,42.14,6.34,0.0427,0
40.0,Male,West,1,1602.77,1681.32,3.6,13,19,Grocery,1,Push,2,46.18,56.9,0.091,0.026,44.77,25.97,1.5789,0
30.0,Female,South,4,8854.57,2186.18,2.87,14,949,Sports,2,Push,1,53.21,69.51,0.132,0.054,49.17,32.23,0.1264,0
20.0,Male,West,2,2593.02,1236.14,4.88,17,66,Electronics,2,SMS,6,56.74,58.68,0.211,0.051,48.5,22.35,0.9091,0
55.0,Male,South,3,11386.21,3662.81,2.84,18,1031,Beauty,2,Push,1,33.14,34.47,0.064,0.011,40.36,28.32,0.0873,0
42.0,Male,North,7,15070.65,2372.3,1.04,7,261,Home,3,SMS,29,86.73,75.31,0.512,0.085,61.19,16.39,0.8046,0
34.0,Female,West,5,7262.91,1544.9,2.33,19,355,Grocery,2,Push,10,70.48,60.0,0.328,0.067,53.18,23.72,0.4225,0
35.0,Female,Central,8,22386.04,2549.79,4.5,44,853,Electronics,2,WhatsApp,6,51.51,50.66,0.123,0.036,49.97,32.25,0.2814,0
23.0,Male,West,4,8437.2,2011.85,3.0,22,788,Grocery,2,Email,4,58.05,48.9,0.094,0.017,47.67,17.39,0.1523,0
38.0,Female,North,6,14078.4,2360.65,2.36,22,394,Sports,2,Call,7,49.06,52.62,0.102,0.018,48.43,31.47,0.4569,0
33.0,Male,South,2,1092.25,539.37,1.48,5,817,Fashion,2,SMS,16,87.38,72.53,0.38,0.036,55.76,6.59,0.0734,0
58.0,Male,East,6,7246.23,1206.3,3.93,7,266,Fashion,3,Call,7,78.95,64.43,0.309,0.055,56.06,14.48,0.6767,0
42.0,Male,Central,5,13303.18,2644.44,2.33,15,668,Books,3,Push,10,65.14,63.65,0.389,0.065,53.03,26.11,0.2246,0
42.0,Female,South,25,51031.71,2027.83,1.65,4,122,Fashion,5,SMS,48,83.59,83.11,0.334,0.19,76.47,37.83,6.1475,1
47.0,Male,West,2,1945.19,962.42,2.97,14,782,Fashion,2,WhatsApp,4,65.04,64.73,0.2,0.078,50.5,20.26,0.0767,0
27.0,Female,Central,1,1372.77,1305.47,1.16,32,346,Electronics,1,Push,2,24.51,27.7,0.076,0.013,38.65,10.57,0.0867,0
68.0,Female,West,11,40592.89,3692.97,2.95,10,730,Home,3,SMS,7,67.69,79.51,0.348,0.168,58.39,37.1,0.4521,0
44.0,Female,North,7,10490.06,1591.91,1.42,24,224,Grocery,2,Call,7,62.86,52.76,0.177,0.042,53.61,19.36,0.9375,0
36.0,Female,North,8,14323.89,1817.37,4.65,20,735,Fashion,4,Call,19,82.44,82.1,0.25,0.117,59.57,27.26,0.3265,0
41.0,Female,Central,2,2895.89,1393.47,3.92,12,329,Grocery,2,Push,12,75.23,74.5,0.183,0.052,51.58,16.86,0.1824,0
40.0,Male,Central,7,12622.66,1823.73,5.4,42,466,Electronics,3,Email,6,51.26,48.99,0.225,0.064,50.29,22.17,0.4506,0
37.0,Female,Central,5,10055.48,2003.59,1.61,3,1059,Home,2,Push,8,65.68,57.25,0.423,0.066,55.44,15.12,0.1416,0
38.0,Male,East,12,48001.47,4106.3,3.75,58,566,Home,2,WhatsApp,3,11.37,33.14,0.032,0.006,42.34,39.05,0.636,0
38.0,Male,South,8,9674.92,1200.18,1.55,5,143,Sports,3,SMS,6,60.75,62.23,0.256,0.127,54.46,31.25,1.6783,0
61.0,Male,Central,10,45027.96,4391.33,3.63,14,91,Fashion,4,SMS,4,64.15,63.53,0.189,0.102,56.39,36.83,3.2967,0
41.0,Female,South,1,1893.56,1908.29,2.7,129,485,Electronics,1,Email,2,28.17,27.69,0.015,0.003,33.81,12.61,0.0619,0
23.0,Female,West,2,1173.11,568.1,3.11,7,560,Home,2,Email,5,54.82,39.7,0.107,0.008,47.29,5.62,0.1071,0
36.0,Male,North,3,3936.4,1249.38,1.89,19,729,Grocery,2,Email,3,30.98,35.93,0.051,0.013,42.02,17.32,0.1235,0
38.0,Male,South,21,125723.63,6270.49,2.02,44,358,Grocery,3,Call,5,45.82,46.82,0.05,0.011,56.54,44.44,1.7598,1
